protocol,sbytes,rate,sttl,sload,dload,tcprtt,smean,ct_state_ttl,ct_dst_src_ltm,ct_srv_dst,attack
17,489.7546917459334,32.409813404262145,146.25773632679443,93630.99493245367,20106.434530604565,0.24166457085217075,147.65860229252874,3.0,13.0,10.0,0
17,2818.18114175185,245.79815069685074,127.36833034386889,51785.321637170084,34876.04108819886,0.010011610504917376,102.40132863016171,9.0,2.5,3.0,1
6,138.21739678760053,72.6331215015195,166.8352356498093,19022.99052617536,4473.814478685616,0.03266453504469886,106.04170507182215,0.0,11.0,6.0,0
1,285.5584692232369,26.27282292006294,120.14863366848668,6067.66629701037,4110.550897450142,0.0503896451709011,124.85576600946507,3.0,14.0,14.0,0
1,331.0266858213177,31.808342645193243,91.72616981624964,90068.9229457081,40356.079986424425,0.11460853228140205,140.16745925938255,6.0,4.5,3.0,1
1,102.93467808009153,129.22927878997825,90.15054149169225,71773.31067322119,11757.351995751298,0.03244453085858977,62.3513191691902,6.0,6.0,4.5,1
1,900.4078723010343,50.45764510355316,251.97274968680514,9042.18783033038,12279.18186352274,0.002490783502262146,79.53301809706068,2.0,11.0,15.0,0
17,1747.6958329695585,80.00828129445156,265.3893981600537,36420.38098729733,74660.32589208712,0.06009166242167977,60.32882458863217,0.0,6.0,15.0,0
6,5118.087344358219,52.92130370641271,252.0902350344139,8467.46780097503,1092.9843333040976,0.15889598109950948,99.35499527678174,3.0,10.0,6.0,0
6,659.8934620906316,59.978555178559674,274.7579006722756,6331.476535768859,1707.1056872905322,0.08615858333334309,66.14741971579163,0.0,8.0,8.0,0
17,1100.699858602186,45.93150874174274,196.38753420944784,27026.11304976607,12867.325540470405,0.14615797851818096,135.79705073262141,0.0,9.0,13.0,0
17,780.7243507134414,77.29424044511384,143.1222035209879,12298.488369647737,7349.412243356042,0.1882606012655637,114.19609129962622,6.0,3.0,4.5,1
6,4033.820981344318,55.905155916027645,103.52234128237994,64293.33729091825,5651.3059780567255,0.08112645478327213,118.85840320850956,6.0,3.5,5.0,1
1,1999.8705711536927,97.02638745025502,74.41465876170886,41466.34791484134,8080.278303206082,0.142295489988488,63.47227420949646,3.0,4.0,3.5,1
17,1596.564758457249,33.09426368729596,145.02347051118045,22924.40108965568,5034.172979262098,0.011672339349259452,117.8858018284131,2.0,4.0,5.0,0
1,244.83271484582835,22.23708529542924,299.8684203052595,117579.55330285092,3178.7608529990075,0.025468511830226137,107.40316389942618,0.0,14.0,5.0,0
6,1719.864762934685,59.58207331757244,229.64060455959577,54158.25899919806,3006.6517776933442,0.06199876669358622,179.4177313340021,1.0,15.0,9.0,0
17,5063.169512487963,51.987559884244206,76.84926578998254,71410.90569506973,61565.96558489626,0.35662595746952247,13.511098515854925,6.0,6.5,5.0,1
1,798.9630330161336,50.164470821341865,90.76225035648923,29849.970853517178,1058.9953791598248,0.9807033540460861,76.06610898506088,6.0,5.5,3.0,1
17,161.3458587920936,36.64796318714615,248.85959777077954,21579.372534962426,7538.884201811898,0.04918571086546233,160.89614890875686,2.0,11.0,10.0,0
17,118.3280013030887,31.28838584308401,199.00835219078866,40579.193627329034,12574.027087730581,0.30274532960420203,251.5674766921875,5.0,9.0,10.0,0
1,187.00235636007582,64.63812273691417,127.6510786824305,27337.37843772371,27201.04405343423,0.031901826003368335,52.559015265353196,3.0,2.0,7.0,1
6,1073.9070603226273,48.15158644391829,94.95516665562607,27370.769586188613,2986.8190295529844,0.04095544745732823,122.28589342017767,0.0,10.0,15.0,0
6,2765.1513483274334,152.8004016940542,59.44550446778165,324955.5592206302,37678.66299015394,0.34978559933992664,69.39050701391481,3.0,7.0,5.0,1
17,104.97452231845922,64.67197598706636,116.65364556056835,4830.5255578307815,45324.52288488806,0.07050272523564627,91.4373983547737,15.0,7.0,7.0,1
1,1573.2260552495968,38.44187273129988,229.19249168391102,26987.520240322207,25928.47456074244,0.08331780996189433,207.77061612100152,3.0,11.0,8.0,0
1,541.4699390804152,30.642662102288348,286.4305234577421,5960.35452324017,1927.4679410966373,0.027120348838599113,221.6409670471341,0.0,9.0,13.0,0
6,1100.2535099609995,88.62639670299998,144.41057628162855,18490.95541915773,17392.377566233874,0.03971918196029428,182.91780905614627,1.0,8.0,7.0,0
1,558.5097748725572,81.20144018818165,125.6160488236788,11307.481380270165,13560.609809611222,0.2341888501131189,128.80802482601536,6.0,4.0,7.0,1
6,1162.8799121620912,66.95901671791344,199.36566183598953,60285.79248271195,7907.375614090799,0.014859644125799047,215.1692405543269,0.0,14.0,9.0,0
17,1442.1674431074052,59.109152386719614,241.82972229862392,10881.88727602808,10455.29932945619,0.010334172505603046,106.48528917997979,4.0,9.0,11.0,0
6,362.4573060617254,33.175163719270444,74.53405890923317,182705.23362580803,21015.320610445877,0.10101754021158285,53.758803714653936,15.0,3.5,2.0,1
6,1118.9443589555533,81.37598361498777,120.85933066290147,30020.95618096586,5601.737202530574,0.26069163738284207,132.9383951435461,0.0,3.5,7.0,1
6,492.59037715623674,79.77424511824742,271.7200005857828,22469.470661570114,11811.852634208679,0.06083055564869477,198.7445340264762,3.0,8.0,14.0,0
17,640.0778316302474,56.03127631393402,177.02881313622126,325094.52109149145,18933.860369289065,0.29951135408221846,123.31880344832263,0.0,8.0,8.0,0
17,1112.8493021052325,121.91594851980803,72.79105926472799,3758.955426559377,4568.067405539087,0.18379249624887642,71.18798064541446,9.0,6.5,2.0,1
17,1207.4992830092103,62.158359605485984,78.47928937242058,73487.73318465434,9603.226792578884,0.5291480252385878,60.30866487562782,12.0,6.5,6.0,1
17,892.8423291154033,84.63264579119348,264.9851811838081,9258.472757975826,4066.084350487947,0.17107190719088194,96.06983107221541,3.0,12.0,9.0,0
17,1527.3160137005746,95.2618137880921,92.21416805996344,58777.72941851622,22168.363832443054,0.6633119311733051,55.5178309731607,3.0,6.0,3.5,1
17,475.04244251994703,19.318087426746217,251.15912698287633,15467.473309904017,6691.614132516086,0.024329869093772872,46.26310784724939,3.0,13.0,11.0,0
1,5.679096108232343,59.044326406978655,168.41610824016118,15173.983916601836,6188.173017772026,0.15362891884237267,153.95362010190334,1.0,22.0,10.0,0
1,3284.822821744199,36.272653238857075,204.07064074764392,4823.97459632422,1547.779746891382,0.0282031806248685,128.63066800133322,2.0,12.0,12.0,0
1,588.0645614218598,110.27710878003965,99.31923556302327,287771.182133344,44476.99745713861,0.16670264469446505,115.32541953601294,9.0,6.5,6.0,1
1,963.0910327617318,35.36458405598411,195.636687860407,49779.1843173868,26291.612813482254,0.0455611918170161,64.55792400768922,0.0,11.0,4.0,0
6,1394.8219710450667,83.62500788048061,158.26751483935448,6425.029671517257,13943.382780051028,0.08734247932646329,153.3130433620564,2.0,10.0,10.0,0
17,609.446386135257,52.726458994275596,373.0061742956216,8466.562132411325,8810.583679427345,0.09227121088307116,201.4960393643625,2.0,5.0,6.0,0
17,413.6295146937848,19.726935770148387,163.93856775407232,3788.0684380890066,12421.872755394239,0.018181319424221812,137.2375317661622,1.0,14.0,6.0,0
1,995.904184239022,86.51433633420669,105.4341931632357,84209.59478591468,58318.27776044882,0.15832974823319124,89.85868638615855,3.0,5.0,6.0,1
6,2108.326034796856,79.56557544783772,79.3517162274205,484444.8319079394,4544.939225150046,1.0510502319635568,87.18030119268381,3.0,6.5,4.0,1
17,297.8695347112628,84.04577098317267,96.01852095023737,31015.508676913458,6630.500452707842,0.4214081750666221,74.66586172450539,15.0,6.0,5.5,1
1,80.81087832835865,20.410331639425156,116.58921286909985,38058.1916781351,2628.0141596863477,0.03151973185591284,191.77036526376452,2.0,9.0,14.0,0
1,1894.9577069687884,62.95677170319924,228.5165709913179,58950.580939030006,6377.922952738795,0.02868221983292987,29.642230138959818,3.0,13.0,5.0,0
1,782.9458693278111,46.81837262146616,92.8848013583589,8319.558879202326,20661.89723594709,0.026335545465752154,68.74859892649926,3.0,7.0,11.0,0
17,2438.1660463840103,24.78926723309581,249.5084697447681,13907.972432729559,32347.91960316941,0.02951530683414449,100.8480165192955,1.0,8.0,9.0,0
6,306.16406641341376,44.008583766764424,170.13712738294333,13173.169391947633,5459.956251406436,0.08021315202474986,167.83989381779648,3.0,12.0,9.0,0
6,2314.5439954489602,31.362687366426808,121.78420435545725,23272.172410991672,4501.1349681969905,0.08175109776931946,58.416246521216976,3.0,9.0,7.0,0
1,1736.6964162082493,114.38835589902536,96.32665521472774,43257.69105947685,5439.869880383655,0.05548067085066796,106.56650586760826,3.0,9.5,7.0,1
6,374.1571910580869,27.867215478815204,176.96043454176967,15392.513200413367,26327.42223281568,0.13266343423430038,173.6707776057817,2.0,6.0,14.0,0
1,64.35240766744,57.13878634852946,169.4603545441234,29751.5747314016,9159.266437954144,0.06760932131451379,151.5557161145567,1.0,9.0,12.0,0
6,115.6320874584542,56.19685022772762,199.44155731848662,169397.4810004504,14320.215927795762,0.003099866989149847,149.20388584669902,0.0,14.0,11.0,0
17,736.2676777282306,51.95793603904997,135.2125703753973,44445.55139744621,16123.956981554024,0.08600766942407302,174.57482372012146,0.0,7.0,17.0,0
6,342.56173726641504,36.56420268170014,224.17471124259973,96623.06911694155,5764.236759407991,0.18908478919112306,179.60620152000237,3.0,10.0,11.0,0
6,1951.6707333999855,101.71524417723222,230.46065474686293,22544.418201390567,7766.327921600623,0.1500556253666464,156.2315558731808,3.0,10.0,11.0,0
17,1592.3528130062066,46.28881575488363,298.34251796335815,28825.841504363605,5760.230103938909,0.11233724892810747,161.15521835569268,2.0,5.0,12.0,0
17,1536.4130808006312,21.36641357002805,111.15267818420256,205975.30357464222,31290.892834104467,0.13673902630576612,98.28602311836957,9.0,2.5,3.0,1
17,1.0200124956521164,34.90327532492229,119.61331032705453,313699.36137027806,14544.174316992345,0.5366156781361364,70.71619732820801,12.0,3.0,4.5,1
17,619.484453962798,47.80653817401137,183.1330970314211,13418.423993826214,7216.235544669146,0.06636737940878329,158.9855527866516,3.0,10.0,8.0,0
6,956.4940836084775,102.66255440123365,94.52886764440301,17048.67211069171,6574.522067230493,0.07156080509686039,204.39600996969943,1.0,2.0,8.0,0
1,930.4183267626325,53.70174017727461,147.0518019179878,15695.382727465238,4304.23137447381,0.12844968792678282,113.21307146423743,2.0,9.0,7.0,0
17,1379.9942659527587,63.4251172750738,94.72554215571921,25182.71489218779,15364.80562094622,0.19547955505907505,103.9421309424834,6.0,3.0,3.5,1
6,3252.104349735527,76.9862737115882,83.20896467329439,59901.64117976825,16029.634067740928,0.40001553792818323,125.08687670333207,3.0,8.0,5.0,1
17,1118.117373156127,39.66273174964951,102.73373175173148,62409.85565639792,33058.952537816665,0.10445266474987813,116.90783739044615,6.0,4.5,4.0,1
6,3213.266132811524,31.59479123676908,181.21284446029665,22967.752324709607,2899.2670428143483,0.12577150910579835,206.54867477084838,3.0,10.0,8.0,0
17,653.7693772720733,82.38171915096183,80.72662734162324,23575.505768904914,1406.6860456422978,0.08496821764464352,131.96707651480904,9.0,6.5,5.0,1
1,2750.0213222216535,37.861440072576436,359.9419931334754,18097.90067450147,9416.721933603458,0.04878583042872986,113.31970165633359,1.0,8.0,12.0,0
6,565.7237014515977,40.41343773838928,180.19966901801325,24094.47645825778,26655.79545167481,0.35532572536472556,99.79262750922997,4.0,9.0,9.0,0
17,1677.674141565698,62.47086118201578,244.9425757608172,12511.02580234543,6951.1735616392925,0.008982352423944736,154.9581801635208,2.0,6.0,8.0,0
1,135.0696059576619,46.22487553505395,246.51874023694916,50197.10636303791,14397.643337184803,0.2029422014725197,202.9550973244685,1.0,16.0,10.0,0
6,345.9809479807361,117.70543959698473,274.84162713323707,9712.134712459869,6216.460863117212,0.14792383573351517,68.98999605974846,2.0,2.0,12.0,0
6,1435.2231905765657,28.282013225873133,174.94533147702353,14984.266388651886,13358.144710436864,0.22861936365692914,90.21207985597258,3.0,16.0,7.0,0
1,2070.8205454280724,28.888563361932547,116.80142106918757,75796.40989074096,38092.76284010398,0.9228245081968136,108.59514929914116,6.0,5.5,5.0,1
17,1453.4246634250346,35.312970766730196,176.64313320639906,31192.289438119664,3850.0556982798257,0.2966836759323123,109.61857697070819,2.0,11.0,13.0,0
1,1208.9539078810653,61.66631482779153,201.22321600459173,21375.09204806323,14192.625506668564,0.08413868999767453,105.80018920683358,2.0,7.0,4.0,0
17,321.5929568906971,41.849215252740244,269.7314920288139,111940.49719369599,2288.471058643427,0.07944164989509223,189.14495361304904,2.0,12.0,8.0,0
1,1260.7144223830342,56.916075675998535,246.61171513841134,215953.3027268973,7342.142639438044,0.07563881215977802,92.77024999871404,0.0,6.0,12.0,0
6,231.03941056902423,28.796943684469063,183.3962376435472,3334.5501932988914,5729.967710360096,0.059731137856163054,172.0114476916824,0.0,10.0,9.0,0
1,2557.6620178952794,119.89719885207472,67.41539607773404,116329.82220852241,14436.158262774985,0.21563104349093104,156.93865327478315,12.0,5.5,5.0,1
6,204.29176560297728,33.454912209603485,116.9548415760426,34572.973201078814,2557.878940284814,0.021083126294328448,268.94285633736865,1.0,10.0,12.0,0
17,1453.016794920033,22.202091345551807,191.34098210377667,193007.1545158969,62607.76605599989,0.03617771880236723,219.4435415249652,4.0,12.0,12.0,0
6,351.6113730365331,72.43606323444182,190.3205596231235,37932.03201681673,4044.1673027252814,0.11340352418276066,155.15186875042963,1.0,11.0,15.0,0
17,7566.895359551499,13.742098037108626,192.5537830097621,35872.186756884934,3403.2372976545507,0.03748215542587492,85.39704521273048,3.0,11.0,7.0,0
1,965.1883856641172,39.785792034164764,162.90968438468707,35551.080242457014,27549.332324243725,0.04573402099605401,31.286870690690932,2.0,3.0,9.0,0
1,667.5094375758482,74.0882969714574,187.86529798512427,47552.41657972109,923.5859509238375,0.18466041398442923,156.26442058159432,2.0,12.0,10.0,0
17,371.4664230247926,75.21515656004786,206.56140592990033,51141.02195202423,13210.638683402047,0.09935223255033782,130.00096203585431,3.0,14.0,10.0,0
6,1583.425881567646,16.84632429103268,148.38633544678154,27228.831463074173,1809.6733068729868,0.3252977346599233,146.667580915592,8.0,6.0,8.0,0
6,19.88572896429379,57.58835564722197,219.0133683648538,143899.91349449658,2099.864504448809,0.006557155899113702,112.12806339958492,3.0,15.0,14.0,0
6,578.3324402554125,66.84884214544991,105.07570782337949,38228.227304896805,11649.461137485045,0.06786192471886532,205.87449467229317,2.0,10.0,8.0,0
6,1688.5096979180878,40.470843220337684,252.52595157711562,16730.350162217135,6719.176241053395,0.06097795483861043,197.69169915202065,3.0,8.0,16.0,0
17,920.9297821925372,61.64729917701389,182.29689811560388,37158.99397283969,4010.9286801776625,0.04448512673520061,174.65592466328087,1.0,14.0,9.0,0
17,282.4096311825687,42.56941142424615,165.89635116767036,57077.515679641365,19760.97887354163,0.1331609255458228,201.6514993019348,2.0,17.0,13.0,0
1,232.07516159578094,28.496206343988927,244.10862316105715,18005.140114960188,2448.8665965109276,0.33475194484807125,112.52290574953614,3.0,10.0,13.0,0
17,1165.3068348435881,35.925889371091465,199.12508276266422,18520.483778809623,2423.944041446433,0.08895429479621453,107.9821358776817,3.0,14.0,10.0,0
17,1086.2386563471919,189.29747748816283,70.08274220279122,180362.90459075442,7432.059021226272,0.7179930457636872,95.07819247673302,3.0,4.0,5.5,1
1,180.4913503436758,56.00867438078338,149.03597679843003,89720.10136669042,74167.61947831232,0.01873957576410714,134.16886734413401,1.0,9.0,12.0,0
1,332.35095010510537,33.529000800720034,149.7246364069718,106290.19930754532,7215.507017782351,0.35980208936492075,214.01079622299858,1.0,9.0,18.0,0
6,1016.4136576945577,22.58314669433645,193.30749068913812,40491.67004201705,7965.679167260806,0.16186000103467113,155.32608187374714,1.0,10.0,7.0,0
6,332.38827473287574,73.95359329401163,274.3954531934608,39308.19602438878,1791.8084127439588,0.037360441978858856,93.1238841652569,2.0,11.0,8.0,0
6,195.66540532371988,62.10632970262647,302.30696955728445,166359.37363430203,10598.521398277167,0.1379474695558533,149.91765895593696,3.0,7.0,7.0,0
1,793.6049231871198,28.305693669647294,163.218860381283,29254.827004152427,6042.607502047142,0.1275043419109262,106.64103753847057,1.0,9.0,6.0,0
1,375.6555744802919,31.001087487857227,171.26156844117898,83920.4448443362,4065.231236265137,0.03512918359614809,153.3162741243436,2.0,16.0,13.0,0
1,4697.118629678443,90.45924734757884,100.72566553183007,144633.9667280421,18565.761921266643,0.06512444925673568,119.98264645477377,9.0,4.0,5.0,1
17,310.6678597144761,86.7772109606374,113.40158349300268,77008.60763215786,3693.159425981393,0.7468808666457124,59.61072892579414,0.0,4.5,6.0,1
1,70.01172804374751,93.8839500403495,82.76643879007587,64872.743422634085,25801.353812526253,0.3088196381632483,120.88523227087579,9.0,6.0,6.0,1
1,793.0654673669789,23.329166245658612,93.87871860541834,33365.844175041835,6885.868674228377,0.022330578575310744,129.55411983056047,0.0,12.0,8.0,0
6,300.97742857199796,35.673182903013455,111.78113723886761,113676.63072258461,2560.0636206309264,0.9097296238594232,90.36038479107265,6.0,5.0,5.0,1
1,1296.848693752063,35.65873097246994,259.6542771399376,38374.641759080085,8439.90095563748,0.20306476071825405,155.47148670823924,0.0,8.0,7.0,0
17,832.691289923453,34.99772721051461,243.62613029755667,28336.078700851864,4479.7394405845,0.010345179587079626,256.46900235225115,1.0,11.0,8.0,0
1,3008.691582726407,32.859162415593076,242.24130943233547,34836.11126699655,15109.898660921806,0.1194278552652116,244.77052366501476,3.0,5.0,14.0,0
1,6235.035309765174,80.40836468474355,92.25757027250366,34014.008082752895,10604.62861737598,0.4775117660493523,103.89933159201443,9.0,2.5,8.0,1
6,666.6182722295285,125.55190785067052,56.086491565787085,26512.07338796233,125667.64463405398,0.12255822929516885,136.144401104805,9.0,7.0,6.5,1
1,7649.46543646259,25.867824606943092,90.32634190293606,58485.94671951285,55024.613471167555,0.15631100642207607,92.02587335712595,3.0,7.0,5.5,1
1,1057.0663496009781,40.262250370467186,218.76346811698025,9294.263054627312,2458.2232473785543,0.1247107170887472,155.71612203307626,1.0,13.0,13.0,0
1,644.5335433749834,41.05062860599339,205.9479431588227,43120.123446641795,3309.6653290171357,0.024211541816248464,166.39347861402294,5.0,6.0,8.0,0
6,100.4123440335952,21.119151977285192,210.9506540666211,16343.110237977673,1868.907281634437,0.19183344303949085,77.96329967469318,3.0,8.0,10.0,0
6,2179.542352907667,48.67239465407436,169.68615907812705,37580.32359722411,5285.432786246809,0.13443787260465664,150.86640104757652,1.0,14.0,9.0,0
6,238.0025116354291,56.8552895258039,316.13407269640976,38386.99938951115,28746.48483220893,0.06998684640399748,177.89979366377008,3.0,12.0,10.0,0
17,893.4151587636545,85.9024113947387,99.4303332064327,142578.2098920885,20319.918858773526,0.48705918658098346,168.94897316470852,15.0,5.0,5.0,1
17,3390.0891981557697,55.4296165733424,278.41036642164283,96739.85535732398,9629.523511474306,0.04452598345278514,213.50501068888295,3.0,10.0,7.0,0
1,45.75280722136988,48.83633808061947,185.05369339964392,17152.40061788394,7481.109161001188,0.10616119099274678,158.63012479304126,1.0,13.0,16.0,0
17,1301.055517678225,43.96035787873063,105.54189200467631,8599.34139087434,3714.957772670252,0.04959279288281308,139.88427506918208,2.0,11.0,8.0,0
17,283.01558337916447,58.17751604962426,169.92591186712755,23080.643771560128,1857.6016544932106,0.3360826518036442,135.4539685736968,2.0,7.0,8.0,0
17,937.2982681408845,41.61876658475705,262.5384907926048,11456.6094148952,8052.510110668806,0.3624997399255427,179.3489820928155,3.0,10.0,8.0,0
6,776.5321875816944,84.51602622195374,67.97473187767937,5370.433369647153,6799.803770601961,0.0220947092991192,112.30094544959854,1.0,6.0,7.0,0
17,881.6048343973254,26.477394970317242,128.85473030496576,17805.153348225456,13872.796003080743,0.03883120455554053,62.01592999247461,2.0,7.0,9.0,0
17,1777.2827846876055,98.9632871609736,163.03974487475207,25385.413307867602,5624.65168738145,0.09212813486874134,157.41727095537718,1.0,18.0,12.0,0
6,2517.0186848848216,38.92034943054677,132.41390782168918,45309.726592696556,96199.06635258786,0.4188702007811752,66.66851524666933,6.0,5.0,5.5,1
6,124.48056818817889,59.370198572125986,192.6956174581316,5208.796004514623,2143.932126331897,0.21768499555787027,209.1176283683972,2.0,11.0,10.0,0
6,720.6774899674924,25.971916441520243,195.77602187679796,77183.43966736423,19878.023266589433,0.07593291998678577,213.18966101789533,0.0,13.0,8.0,0
6,31.384504069810554,62.98419035831843,236.38534188776956,16782.07631921127,14181.574144600261,0.06638563570358995,156.21639806656634,2.0,12.0,3.0,0
1,1785.1226639598851,81.22183718712164,98.66556941575651,107922.3162123466,8612.079732639111,0.26729723760248847,63.68644430370894,3.0,7.5,3.5,1
17,693.101711518515,28.20566498107685,205.12832726102926,71670.92302259372,12843.043683357222,0.4731340000727947,69.61084600054005,2.0,7.0,9.0,0
17,221.5656267299591,67.985663930081,125.06948441345074,20045.290979318383,1498.4714704228843,0.02201639220151043,273.4637440635332,2.0,11.0,11.0,0
1,1953.9000434120892,23.713187266504583,205.65468345781198,40325.10506844055,29675.107443999306,0.011958628820860455,68.69917418901301,1.0,5.0,8.0,0
17,2745.70286226092,69.19452973212891,90.88436470173905,11650.005095145052,909.9579503292017,0.07681116695950067,190.46627488969204,2.0,10.0,8.0,0
1,5786.671771891274,33.74572467367002,78.8294069795137,103055.53182712289,24714.86459032058,0.37558058638957154,64.51526065231185,9.0,4.5,6.0,1
1,188.9510459713224,52.83362381768317,170.84417382940933,34317.51977655997,5690.019535730788,0.07883154748784865,78.55806793425059,1.0,10.0,11.0,0
6,3481.8372793496874,59.45615404075723,143.84208176841096,49287.82521039374,3787.295841388056,0.05554560276692641,231.7875009185894,3.0,19.0,11.0,0
6,4369.663387631156,59.08785372809895,254.30121570667995,12474.656341824584,7924.80579688494,0.026396714965061043,177.85974031653166,0.0,11.0,7.0,0
17,450.45101953173395,28.53154149117656,155.65287635668417,6815.055293032719,24370.194836464892,0.04569908146465057,77.02538520798011,2.0,11.0,9.0,0
1,2361.6241635813294,118.77311857674653,166.8044157176103,95791.29968651256,51270.94186157904,0.0951304422849423,52.28584961554561,3.0,4.5,5.0,1
1,2239.4779323104435,64.08800598200602,120.37687383452473,140385.07068912988,27062.00383000481,0.33983862399147424,72.97141523514904,3.0,5.5,6.0,1
6,1176.6930303511147,35.28027374219171,207.3743900435575,18433.36921734919,10201.890654880166,0.037373199735515075,115.12675003445341,1.0,6.0,3.0,0
17,152.40452461119452,45.64005976512723,268.26202224443807,18248.2795921084,5278.394980448893,0.005493797784150975,229.1309001987945,3.0,6.0,9.0,0
1,302.4100658124304,81.74739306129169,137.74851579670752,54503.76614084251,22308.965364134605,0.23123464797996884,88.71360435930964,3.0,8.0,4.0,1
1,914.0466407801417,65.52940871306303,259.1932328164038,14540.849733492418,3107.6833688901916,0.05808540434917856,137.47489871344436,1.0,8.0,13.0,0
17,3606.438213424353,52.9601402316535,74.1804701128511,46116.38056237687,141627.01976913546,0.18296236917639155,84.33265895994782,0.0,5.5,6.5,1
1,436.84153256816967,9.912461363475805,194.79077898949834,8049.139739109894,14645.784514876248,0.0278551956707022,98.65304302616644,0.0,7.0,6.0,0
6,898.6058798591237,59.272121502854546,153.11897464766858,88116.61274370462,11085.776643402802,0.5140455612800916,157.77088754487286,6.0,5.5,2.5,1
1,427.03353429672393,65.6591356573857,210.73314515443397,42665.39040305832,7851.241542094138,0.009985542583319584,201.98640980818493,2.0,8.0,11.0,0
1,2503.9732959599196,57.0994496570561,188.93618634431775,21821.93688076305,11192.755712489483,0.0012316274150333826,184.62490942021344,1.0,9.0,14.0,0
6,199.92961358487005,49.37749525867999,172.25371774627934,17007.800388416155,2048.021184964635,0.5964789913813692,157.59047574612083,2.0,5.0,7.0,0
17,981.408243668745,45.18338289547955,273.6074997655223,23144.091972036855,10113.475039616862,0.20106402082808544,114.51065850545007,1.0,15.0,8.0,0
